0.011	0.0108796	0.978179
0.021	0.0205636	0.958654
0.031	0.0300537	0.93942
0.041	0.0393529	0.920475
0.051	0.0484641	0.901813
0.061	0.0573901	0.883432
0.071	0.0661337	0.865327
0.081	0.0746976	0.847495
0.091	0.0830845	0.829932
0.101	0.0912971	0.812635
0.111	0.0993381	0.795599
0.121	0.10721	0.778823
0.131	0.114915	0.762301
0.141	0.122457	0.746031
0.151	0.129837	0.73001
0.161	0.137058	0.714233
0.171	0.144122	0.698698
0.181	0.151033	0.683402
0.191	0.157791	0.66834
0.201	0.1644	0.653511
0.211	0.170862	0.638911
0.221	0.177179	0.624536
0.231	0.183354	0.610385
0.241	0.189388	0.596453
0.251	0.195283	0.582738
0.261	0.201043	0.569237
0.271	0.206669	0.555947
0.281	0.212163	0.542865
0.291	0.217527	0.529988
0.301	0.222763	0.517314
0.311	0.227874	0.504839
0.321	0.232861	0.492562
0.331	0.237726	0.480478
0.341	0.242471	0.468587
0.351	0.247098	0.456885
0.361	0.251609	0.445369
0.371	0.256006	0.434037
0.381	0.26029	0.422886
0.391	0.264464	0.411915
0.401	0.268529	0.40112
0.411	0.272487	0.390499
0.421	0.27634	0.380049
0.431	0.280089	0.369769
0.441	0.283736	0.359656
0.451	0.287282	0.349707
0.461	0.29073	0.339921
0.471	0.294081	0.330295
0.481	0.297337	0.320827
0.491	0.300498	0.311515
0.501	0.303568	0.302356
0.511	0.306546	0.293348
0.521	0.309435	0.28449
0.531	0.312236	0.275779
0.541	0.314951	0.267214
0.551	0.317581	0.258791
0.561	0.320127	0.25051
0.571	0.322592	0.242367
0.581	0.324975	0.234362
0.591	0.327279	0.226493
0.601	0.329506	0.218756
0.611	0.331655	0.211152
0.621	0.333729	0.203677
0.631	0.335729	0.196329
0.641	0.337656	0.189108
0.651	0.339512	0.182011
0.661	0.341297	0.175037
0.671	0.343013	0.168183
0.681	0.344661	0.161449
0.691	0.346242	0.154832
0.701	0.347758	0.14833
0.711	0.349209	0.141943
0.721	0.350597	0.135668
0.731	0.351923	0.129504
0.741	0.353187	0.123449
0.751	0.354392	0.117501
0.761	0.355538	0.11166
0.771	0.356626	0.105924
0.781	0.357657	0.10029
0.791	0.358632	0.0947584
0.801	0.359552	0.0893267
0.811	0.360419	0.0839938
0.821	0.361232	0.0787581
0.831	0.361994	0.0736183
0.841	0.362705	0.068573
0.851	0.363366	0.0636208
0.861	0.363978	0.0587604
0.871	0.364541	0.0539904
0.881	0.365058	0.0493095
0.891	0.365528	0.0447164
0.901	0.365952	0.0402098
0.911	0.366332	0.0357885
0.921	0.366669	0.0314512
0.931	0.366962	0.0271967
0.941	0.367213	0.0230237
0.951	0.367422	0.018931
0.961	0.367592	0.0149176
0.971	0.367721	0.0109821
0.981	0.367812	0.00712345
0.991	0.367864	0.00334052
1.001	0.367879	-0.000367837
1.011	0.367857	-0.00400273
1.021	0.367799	-0.00756525
1.031	0.367706	-0.0110565
1.041	0.367578	-0.0144775
1.051	0.367416	-0.0178293
1.061	0.367221	-0.021113
1.071	0.366994	-0.0243296
1.081	0.366735	-0.0274801
1.091	0.366445	-0.0305654
1.101	0.366124	-0.0335867
1.111	0.365773	-0.0365448
1.121	0.365393	-0.0394407
1.131	0.364985	-0.0422754
1.141	0.364548	-0.0450497
1.151	0.364084	-0.0477647
1.161	0.363593	-0.0504211
1.171	0.363076	-0.05302
1.181	0.362533	-0.0555622
1.191	0.361965	-0.0580485
1.201	0.361372	-0.0604798
1.211	0.360755	-0.0628571
1.221	0.360115	-0.065181
1.231	0.359452	-0.0674524
1.241	0.358766	-0.0696722
1.251	0.358058	-0.0718411
1.261	0.357329	-0.07396
1.271	0.356579	-0.0760296
1.281	0.355809	-0.0780507
1.291	0.355019	-0.0800241
1.301	0.354209	-0.0819504
1.311	0.35338	-0.0838305
1.321	0.352532	-0.085665
1.331	0.351667	-0.0874548
1.341	0.350783	-0.0892005
1.351	0.349883	-0.0909027
1.361	0.348965	-0.0925623
1.371	0.348032	-0.0941798
1.381	0.347082	-0.095756
1.391	0.346117	-0.0972914
1.401	0.345136	-0.0987869
1.411	0.344141	-0.100243
1.421	0.343131	-0.10166
1.431	0.342108	-0.103039
1.441	0.341071	-0.104381
1.451	0.34002	-0.105686
1.461	0.338957	-0.106954
1.471	0.337881	-0.108187
1.481	0.336794	-0.109385
1.491	0.335694	-0.110548
1.501	0.334583	-0.111677
1.511	0.33346	-0.112773
1.521	0.332327	-0.113835
1.531	0.331184	-0.114866
1.541	0.33003	-0.115865
1.551	0.328867	-0.116832
1.561	0.327694	-0.117769
1.571	0.326511	-0.118675
1.581	0.32532	-0.119552
1.591	0.32412	-0.1204
1.601	0.322912	-0.121219
1.611	0.321696	-0.12201
1.621	0.320472	-0.122773
1.631	0.319241	-0.123508
1.641	0.318002	-0.124217
1.651	0.316757	-0.1249
1.661	0.315504	-0.125557
1.671	0.314246	-0.126188
1.681	0.312981	-0.126794
1.691	0.31171	-0.127376
1.701	0.310433	-0.127934
1.711	0.309151	-0.128467
1.721	0.307864	-0.128978
1.731	0.306572	-0.129466
1.741	0.305275	-0.129931
1.751	0.303973	-0.130374
1.761	0.302667	-0.130796
1.771	0.301357	-0.131196
1.781	0.300043	-0.131575
1.791	0.298726	-0.131934
1.801	0.297405	-0.132273
1.811	0.29608	-0.132591
1.821	0.294753	-0.132891
1.831	0.293423	-0.133171
1.841	0.29209	-0.133432
1.851	0.290754	-0.133676
1.861	0.289416	-0.133901
1.871	0.288076	-0.134108
1.881	0.286734	-0.134298
1.891	0.28539	-0.134471
1.901	0.284045	-0.134627
1.911	0.282698	-0.134767
1.921	0.281349	-0.134891
1.931	0.28	-0.134998
1.941	0.27865	-0.135091
1.951	0.277298	-0.135168
1.961	0.275946	-0.13523
1.971	0.274594	-0.135278
1.981	0.273241	-0.135311
1.991	0.271888	-0.13533
2.001	0.270534	-0.135336
2.011	0.269181	-0.135328
2.021	0.267828	-0.135306
2.031	0.266475	-0.135272
2.041	0.265122	-0.135225
2.051	0.26377	-0.135166
2.061	0.262419	-0.135094
2.071	0.261068	-0.13501
2.081	0.259719	-0.134915
2.091	0.25837	-0.134808
2.101	0.257023	-0.13469
2.111	0.255676	-0.134561
2.121	0.254331	-0.134422
2.131	0.252988	-0.134271
2.141	0.251646	-0.134111
2.151	0.250306	-0.13394
2.161	0.248967	-0.133759
2.171	0.247631	-0.133569
2.181	0.246296	-0.133369
2.191	0.244963	-0.13316
2.201	0.243633	-0.132942
2.211	0.242305	-0.132715
2.221	0.240979	-0.13248
2.231	0.239655	-0.132236
2.241	0.238334	-0.131984
2.251	0.237015	-0.131723
2.261	0.235699	-0.131455
2.271	0.234386	-0.131179
2.281	0.233076	-0.130896
2.291	0.231768	-0.130605
2.301	0.230464	-0.130307
2.311	0.229162	-0.130002
2.321	0.227864	-0.12969
2.331	0.226568	-0.129372
2.341	0.225276	-0.129047
2.351	0.223988	-0.128716
2.361	0.222702	-0.128378
2.371	0.22142	-0.128035
2.381	0.220141	-0.127685
2.391	0.218866	-0.12733
2.401	0.217595	-0.12697
2.411	0.216327	-0.126603
2.421	0.215063	-0.126232
2.431	0.213802	-0.125856
2.441	0.212546	-0.125474
2.451	0.211293	-0.125088
2.461	0.210044	-0.124696
2.471	0.208799	-0.124301
2.481	0.207558	-0.1239
2.491	0.206321	-0.123496
2.501	0.205088	-0.123087
2.511	0.203859	-0.122674
2.521	0.202635	-0.122258
2.531	0.201414	-0.121837
2.541	0.200198	-0.121412
2.551	0.198986	-0.120984
2.561	0.197778	-0.120553
2.571	0.196575	-0.120118
2.581	0.195376	-0.11968
2.591	0.194181	-0.119238
2.601	0.192991	-0.118794
2.611	0.191805	-0.118347
2.621	0.190624	-0.117896
2.631	0.189447	-0.117443
2.641	0.188275	-0.116988
2.651	0.187108	-0.116529
2.661	0.185945	-0.116069
2.671	0.184786	-0.115606
2.681	0.183633	-0.11514
2.691	0.182484	-0.114673
2.701	0.181339	-0.114203
2.711	0.180199	-0.113732
2.721	0.179064	-0.113258
2.731	0.177934	-0.112783
2.741	0.176809	-0.112306
2.751	0.175688	-0.111827
2.761	0.174572	-0.111346
2.771	0.173461	-0.110864
2.781	0.172355	-0.110381
2.791	0.171254	-0.109896
2.801	0.170157	-0.10941
2.811	0.169065	-0.108923
2.821	0.167979	-0.108435
2.831	0.166897	-0.107946
2.841	0.16582	-0.107455
2.851	0.164748	-0.106964
2.861	0.16368	-0.106472
2.871	0.162618	-0.105979
2.881	0.161561	-0.105485
2.891	0.160509	-0.104991
2.901	0.159461	-0.104496
2.911	0.158419	-0.104
2.921	0.157381	-0.103504
2.931	0.156349	-0.103008
2.941	0.155321	-0.102511
2.951	0.154298	-0.102014
2.961	0.153281	-0.101516
2.971	0.152268	-0.101019
2.981	0.15126	-0.100521
2.991	0.150258	-0.100023
3.001	0.14926	-0.0995254
3.011	0.148267	-0.0990276
3.021	0.147279	-0.0985298
3.031	0.146296	-0.0980321
3.041	0.145319	-0.0975346
3.051	0.144346	-0.0970372
3.061	0.143378	-0.0965401
3.071	0.142415	-0.0960433
3.081	0.141457	-0.0955468
3.091	0.140504	-0.0950507
3.101	0.139556	-0.094555
3.111	0.138613	-0.0940597
3.121	0.137675	-0.0935649
3.131	0.136742	-0.0930707
3.141	0.135813	-0.0925771
